FECHA_CSV;SIGNATURA;NOMBRE;DIRECCION;CP;PROV_CODIGO;PROVINCIA;MUNI_CODIGO;MUNICIPIO;COMARCA;EMAIL;TELEFONO;FAX;WEB;ACTIVIDADES;EN_LOCALIDADES
26/01/2025 1:00;CVTA00117 A;MULTIAVENTURA CHARM ALICANTE;AVENIDA JUAN SEBASTIAN EL CANO, 141;3130;3;ALICANTE;121;SANTA POLA;EL BAIX VINALOPO;info@multiaventuracharmalicante.es;644 84 87 88;;https://multiaventuracharmalicante.es;;Alcoi/Alcoy (ALICANTE), Altea (ALICANTE), Benidorm (ALICANTE), Benilloba (ALICANTE), Benissa (ALICANTE), Callosa de Segura (ALICANTE), Callosa d'en Sarrià (ALICANTE), Castalla (ALICANTE), Castell de Castells (ALICANTE), Crevillent (ALICANTE), Dénia (ALICANTE), El Castell de Guadalest (ALICANTE), Elda (ALICANTE), Elx/Elche (ALICANTE), Ibi (ALICANTE), La Nucia (ALICANTE), La Vila Joiosa/Villajoyosa (ALICANTE), Orihuela (ALICANTE), Pego (ALICANTE), Petrer (ALICANTE), Polop (ALICANTE), Santa Pola (ALICANTE), Sella (ALICANTE), Villena (ALICANTE)
26/01/2025 1:00;CVTA00118 A;ALOHA SPORT;CALLE DE ROSES, 3-L-BJ DCH, PLAYA MUCHAVISTA;3560;3;ALICANTE;50;EL CAMPELLO;L'ALACANTI;info@alohasport.es;722366064;;http://alohasport.es;;Alacant/Alicante (ALICANTE), El Campello (ALICANTE)
26/01/2025 1:00;CVTA00119 A;FUN & QUADS ADVENTURE;CALLE MOLL DE LA PANSA-PUERTO DEPORTIVO EL PORTET, LOC-B-01;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;reservas@funquads.com;965787228;;funquads.com;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00120 A;AQUASPORTS BENIDORM;PASEO COLÓN 1, CASETA Nº3, PUERTO COMERCIAL BENIDORM;3501;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;comercial@benmarineworld.com;692454267;;;;Benidorm (ALICANTE)
26/01/2025 1:00;CVTA00122 A;ELCHE PALMERAL AVENTURAS;AVENIDA TRAVALÓN, 31;3295;3;ALICANTE;65;ELX/ELCHE;EL BAIX VINALOPO;info@multiaventuraelche.com;965 995 012;;https://multiaventuraelche.com;;Elx/Elche (ALICANTE)
26/01/2025 1:00;CVTA00123 A;JET DREAM;PARTIDA EL FABRAQUER, 15;3550;3;ALICANTE;119;SANT JOAN D'ALACANT;L'ALACANTI;alain_sunjet@hotmail.com;669852373;;;;Alacant/Alicante (ALICANTE), Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00124 A;REAL CLUB NAUTICO TORREVIEJA;PASEO VISTA ALEGRE, S/N;3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;info@rcnt.com;965 71 01 12;;https://www.rcnt.com;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00125 A;LECLERCQ SURF, SL;AVENIDA DE LA LLIBERTAT, 36;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;leclercqsur@yahoo.es;966114180;;www.leclercqsurf.com;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00126 A;LA BOCANA WATER SPORTS CENTER;PASEO DE LA LIBERTAD (PUERTO DEPORTIVO MARINA SALINAS);3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;info@labocana.es;+34 656 901 978;;http://www.labocana.es;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00128 A;COMFORT SAILING;AVENIDA PINTOR FERNANDO SORIA, 14-ES.2-4B;3540;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;reservas@arquitecturanegra.com;628318644;;;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00130 A;NAUTICA CORCHO, SL;PASEO MARINA DE DENIA, EDIFICIO F2, LOCAL 2;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@nauticacorcho.com;649775327;;www.nauticacorcho.com;;Dénia (ALICANTE)
26/01/2025 1:00;CVTA00131 A;PLEAMAR 24 NUDOS, SL;PASEO MARINA DE DENIA-EDIFICIO OD, LOC-2;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;pleamar@pleamar.net;966435452;;;;Dénia (ALICANTE)
26/01/2025 1:00;CVTA00132 A;MOUNTAINWALKS;CALLE SAN GREGORIO, 4;3811;3;ALICANTE;60;QUATRETONDETA;EL COMTAT;info@mountainwalks.com;965511044;;;;Quatretondeta (ALICANTE)
26/01/2025 1:00;CVTA00133 A;HAMMERSEA;CARRETERA PORTITXOL, 87;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;info@hammersea.com;966473131;;http://hammersea.com;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00134 A;CHARTER SANTA POLA;AVENIDA ESCANDINAVIA, 72;3130;3;ALICANTE;121;SANTA POLA;EL BAIX VINALOPO;chartersantapola@gmail.com;626363210;;http://chartersantapola.com;;Altea (ALICANTE), Benidorm (ALICANTE), Calp (ALICANTE), Santa Pola (ALICANTE), Teulada (ALICANTE)
26/01/2025 1:00;CVTA00135 A;MAGIC & NATURE;CALLE MARQUÉS DE CAMPO6, 2ª PLANTA, PUERTA 2;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@magicandnature.com;+34 679 761 970;;https://magicandnature.com;;Dénia (ALICANTE), Pego (ALICANTE), Xàbia/Jávea (ALICANTE), Oliva (VALENCIA)
26/01/2025 1:00;CVTA00136 A;ASSUMUT;CALLE RAMBLA CHAPÍ, 106;3698;3;ALICANTE;2;AGOST;L'ALACANTI;assumutguias@gmail.com;635498037;;http://assumut.com;;Alcoi/Alcoy (ALICANTE), Biar (ALICANTE), Callosa de Segura (ALICANTE), Calp (ALICANTE), Crevillent (ALICANTE), La Vall de Laguar (ALICANTE), Onil (ALICANTE), Villena (ALICANTE), Benicàssim/Benicasim (CASTELLÓN), Montesa (VALENCIA)
26/01/2025 1:00;CVTA00139 A;RUMBO DE TORREVIEJA;URBANIZACIÓN MAR AZUL-C. JUAN DE AUSTRIA, BLX-2º-P2;3185;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;josealbertomazon30@gmail.com;600042275;;www.rumbotorrevieja.com;;Alacant/Alicante (ALICANTE), Santa Pola (ALICANTE), Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00145 A;MUNDO MARINO;CALLE JOAN FUSTER, 2;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@mundomarino.es;+ 34 642 30 66;;https://www.mundomarino.es;;Altea (ALICANTE), Calp (ALICANTE), Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00146 A;CAPITAN KAYAK;PASEO COLON (CLUB NAUTICO), 0;3501;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;capitankayak@gmail.com;649475242;;http://www.capitankayak.com;;Benidorm (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00147 A;ODISEA DIVING;CALLE HUERTO, 6 BAJO;3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;info@odiseadiving.com;966704901;;http://odiseadiving.com;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00148 A;TORREVIEJA CHARTER EXPERIENCE;CALLE MALLORCA, 36;3183;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;torreviejacharterexperience@gmail.com;625081063;;www.torreviejanauticalexperience.com;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00149 A;MARITIMAS TORREVIEJA, S.L.;PUERTO PUERTO DE TORREVIEJA, MUELLE PESQUERO;3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;ajl639@wanadoo.es;669412233;966702122;;;Alacant/Alicante (ALICANTE), Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00150 A;MATTHEW SCOTT BOLTON BLAIR;CALLE OSSA MAJOR, 8;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;mattblair102@gmail.com;684226871;;http://whitecoastcharters.com;;Dénia (ALICANTE)
26/01/2025 1:00;CVTA00151 A;TURISMO ACTIVO MONTGÓ;CALLE TERRA, 91;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;turismoactivomontgo@gmail.com;617 06 58 93;;https://www.turismoactivomontgo.com;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00152 A;RECREATIVOS ACUATICOS HORADADA;CALLE MAYOR, 95 2ºC;3190;3;ALICANTE;902;PILAR DE LA HORADADA;EL BAIX SEGURA/LA VEGA BAJA;info@martime.es;692498877;;www.martime.es;;Orihuela (ALICANTE), Pilar de la Horadada (ALICANTE), Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00153 A;VUELOS COSTABLANCA;CALLE ESCAYOLISTAS, 28;3190;3;ALICANTE;902;PILAR DE LA HORADADA;EL BAIX SEGURA/LA VEGA BAJA;info@baliser.es;619272789;;http://martime.es;;Orihuela (ALICANTE), Pilar de la Horadada (ALICANTE), Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00156 A;BLUE VALLEY WATERSPORTS;PASEO DE GOMIS (LA CANTERA RCRA-FINAL PLAYA POSTIGUET), S/N;3016;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;info@bluevalleyco.com;635230672;;http://bluevalleywatersports.com;;Alacant/Alicante (ALICANTE), Busot (ALICANTE), El Campello (ALICANTE), La Vila Joiosa/Villajoyosa (ALICANTE), Mutxamel (ALICANTE)
26/01/2025 1:00;CVTA00158 A;EXCURSIONES MARITIMAS BENIDORM, S.L.;PASEO COLON, CLUB NÁUTICO, LOCAL 1, LC.1;3501;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;info@emb2000.es;965856887;;https://excursionesmaritimasbenidorm.es/;;Alacant/Alicante (ALICANTE), Benidorm (ALICANTE), Calp (ALICANTE)
26/01/2025 1:00;CVTA00159 A;CARLOS WATER SPORTS BENIDORM;PASEO COLÓN, MUELLE INDUSTRIAL, OFICINA 4, 4;3501;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;serranocashman@nestcape.net;687631278;;https://carloswatersportsbenidorm.com;;Benidorm (ALICANTE)
26/01/2025 1:00;CVTA00160 A;TAO BIKE;AVENIDA MEDITERRÁNEO, 62;3503;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;hola@taobike.es;966 17 57 39;;https://taobike.es;;Benidorm (ALICANTE), Callosa d'en Sarrià (ALICANTE), La Nucia (ALICANTE), Polop (ALICANTE)
26/01/2025 1:00;CVTA00161 A;LAKE BENIARRES LEISURE PARK;CARRETERA JACARILLA-TORREVIEJA, SECTOR URBANO UE 2 - VISTABE, 4;3310;3;ALICANTE;80;JACARILLA;EL BAIX SEGURA/LA VEGA BAJA;dtray1@hotmail.com;696739048;;;;Orihuela (ALICANTE), Pilar de la Horadada (ALICANTE), San Miguel de Salinas (ALICANTE)
26/01/2025 1:00;CVTA00164 A;AEROGLOBO;PARTIDA BAYA ALTA, 133 - P2;3292;3;ALICANTE;65;ELX/ELCHE;EL BAIX VINALOPO;aeroglobospain@gmail.com;966 637 401;;https://aeroglobo.com;;Catral (ALICANTE), Elx/Elche (ALICANTE)
26/01/2025 1:00;CVTA00165 A;LA RANA BUCEO;CARRETERA AVIUTARDA, URB. COSTA NOVA, AMBOLO 415, LOCAL 1, 1;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;laranabuceo@gmail.com;639412030;;http://laranabuceo.es;;Poble Nou de Benitatxell, el/ Benitachell (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00166 A;FRANCISCO JAVIER FÉREZ FERNÁNDEZ;AVENIDA LOS MONTEROS, 39 BJ;3699;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;francisco.ferez@gmail.com;617734813;;;;Busot (ALICANTE), Castalla (ALICANTE), Cocentaina (ALICANTE), Finestrat (ALICANTE), Petrer (ALICANTE), Villena (ALICANTE), Jérica (CASTELLÓN), La Vall d'Uixó (CASTELLÓN), Tavernes de la Valldigna (VALENCIA), Tous (VALENCIA)
26/01/2025 1:00;CVTA00167 A;ALICANTE RACING QUADS RENT;CALLE SANTIAGO, 14-2º IZDA;3690;3;ALICANTE;122;SANT VICENT DEL RASPEIG/SAN VICENTE DEL RASPEIG;L'ALACANTI;alicanteracingquads@gmail.com;697207904;;;;Alacant/Alicante (ALICANTE), El Campello (ALICANTE), Santa Pola (ALICANTE)
26/01/2025 1:00;CVTA00168 A;CERBUQUES, S.L.;PASEO COLÓN, CLUB NÁUTICO, LOCAL 1, S/N.;3501;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;INFO@EMB2000.ES;965853101;;;;Benidorm (ALICANTE)
26/01/2025 1:00;CVTA00169 A;DIVING JAVEA;CARRETERA PORTICHOL - URBANIZACIÓN TOSCAMAR, KM 5;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;info@divingjavea.com;966472727;;http://divingjavea.com;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00170 A;AVANZATOUR;PARTIDA ATZAVARES ALT, 280;3290;3;ALICANTE;65;ELX/ELCHE;EL BAIX VINALOPO;info@avanzatour.es;639693828;;https://www.avanzatour.es;;Elx/Elche (ALICANTE), Santa Pola (ALICANTE)
26/01/2025 1:00;CVTA00172 A;DEPORTES NÁUTICOS ALICANTE;CALLE SECRETARIO JUAN ANTONIO BALDOVÍ, 15;3502;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;actividadesacuaticasalicante@gmail.com;609313580;;http://actividadesacuaticasalicante.com;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00173 A;BOLINCHE XIXONA SL;CALLE BARCELONA, 1-3 AT.59Z;3100;3;ALICANTE;83;XIXONA/JIJONA;L'ALACANTI;cafsxixona@outlook.es;676952159;;;;Agost (ALICANTE), Alacant/Alicante (ALICANTE), Castell de Castells (ALICANTE), Confrides (ALICANTE), Finestrat (ALICANTE), Petrer (ALICANTE), Relleu (ALICANTE), Santa Pola (ALICANTE), Villena (ALICANTE), Xixona/Jijona (ALICANTE)
26/01/2025 1:00;CVTA00174 A;INICIATIVAS FYE;AVENIDA DEL PUERTO - MARINA LAS DUNAS, CENTRO OCIO, S/N;3140;3;ALICANTE;76;GUARDAMAR DEL SEGURA;EL BAIX SEGURA/LA VEGA BAJA;info@iniciativasfye.com;683112500;;www.iniciativasfye.com;;Guardamar del Segura (ALICANTE)
26/01/2025 1:00;CVTA00176 A;MAREMOTOsports Jávea;CALLE MARINA NOU FONTANA - MUELLE BS0, S/N;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;javea@maremoto.com;609678764;;https://www.maremotosports.com/javea;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00179 A;PALAIGUA;PLAZA PLAÇA GRAN - TABARCA, 03;3138;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;palaiguasurf@gmail.com;675750763;;;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00180 A; CLUB DE SURF EL MORENO ALICANTE;CALLE DIOSA TANIT, 9;3016;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;elmorenosurf@gmail.com;649556696;;http://clubsurfelmoreno.com;;Alacant/Alicante (ALICANTE), Altea (ALICANTE), Benidorm (ALICANTE), Calp (ALICANTE), Dénia (ALICANTE), El Campello (ALICANTE), La Vila Joiosa/Villajoyosa (ALICANTE), Poble Nou de Benitatxell, el/ Benitachell (ALICANTE), Teulada (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00181 A;ALICANTE CATAMARAN;CALLE ALEMANIA, 1;3003;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;info@alicantecatamaran.com;694 443 820;;https://www.alicantecatamaran.com;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00184 A;CENTRO DE BUCEO DIVE & DIVE;AVENIDA DEL PUERTO, 14;3710;3;ALICANTE;47;CALP;LA MARINA ALTA;;965839270;;divedivecompany.com;;Calp (ALICANTE)
26/01/2025 1:00;CVTA00185 A;JAVIER LÓPEZ SOLER;PASEO VISTA ALEGRE, REAL CLUB NÁUTICO TORREVIEJA, S/N;3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;alquilerdebarcos@hotmail.com;607917826;;www.alquilerbarcotorrevieja.com;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00186 A;FORESTAL PARK LA NUCÍA;CALLE GUADALEST, 10;3530;3;ALICANTE;94;LA NUCIA;LA MARINA BAIXA;reservas.benidorm@forestalpark.com;662009481;;http://forestalpark.com/lanucia-benidorm;;La Nucia (ALICANTE)
26/01/2025 1:00;CVTA00189 A;DIVE ACADEMY SANTA POLA;PASEO MARINA MIRAMAR, PUERTO DEPORTIVO, LOCAL 3, 2;3130;3;ALICANTE;121;SANTA POLA;EL BAIX VINALOPO;info@diveacademy-santapola.com;966699088;;http://diveacademy-santapola.com;;Alacant/Alicante (ALICANTE), El Campello (ALICANTE), Santa Pola (ALICANTE), Teulada (ALICANTE)
26/01/2025 1:00;CVTA00190 A;CABO ROIG CHARTER;CALLE PUERTO, PUNTO AMARRE 162, S/N;3189;3;ALICANTE;99;ORIHUELA;EL BAIX SEGURA/LA VEGA BAJA;info@caboroigcharter.com;633100270;;http://caboroigcharter.com;;Orihuela (ALICANTE)
26/01/2025 1:00;CVTA00192 A;ANTONIUS STEUR;CALLE PUERTO DEPORTIVO EL PORTET - LA OLLA DE ALTEA, S/N;3590;3;ALICANTE;18;ALTEA;LA MARINA BAIXA;tonysteur@hotmail.com;642029955;;;;Altea (ALICANTE)
26/01/2025 1:00;CVTA00193 A;PETRA J M AELTERMAN;CALLE PABLO PICASSO - URB. EL CHAPARRAL, 25;3186;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;aelterman123@hotmail.com;618048120;;;;Bigastro (ALICANTE), Crevillent (ALICANTE), Guardamar del Segura (ALICANTE), Orihuela (ALICANTE), Pilar de la Horadada (ALICANTE), San Miguel de Salinas (ALICANTE), Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00195 A;SEGWAY TRIP JAVEA;AVENIDA PARIS, 37-PORTAL8;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;info@segwayjavea.com;966471286;;http://segwayjavea.com;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00197 A;SOM MEDI;PLAZA ESPAÑA, 12-3º D;3430;3;ALICANTE;96;ONIL;L'ALCOIA;info@sommedi.es;652 414 426;;http://sommedi.es;;Desconocido (ALICANTE), Desconocido (CASTELLÓN), Desconocido (VALENCIA)
26/01/2025 1:00;CVTA00198 A;FINCA DAROCA;CARRETERA COMARCAL 798 ¿ KM 2,5;3440;3;ALICANTE;79;IBI;L'ALCOIA;info@fincadaroca.es;+34 965 641 695;;https://fincadaroca.com;;Ibi (ALICANTE)
26/01/2025 1:00;CVTA00199 A;SUMMER PARAGLIDING;AVENIDA MARINA BAIXA, 13;3530;3;ALICANTE;94;LA NUCIA;LA MARINA BAIXA;JUANPOCA@GMAIL.COM;616193474;;http://SUMMERPARAGLIDING.COM;;Agost (ALICANTE), Benidorm (ALICANTE), Santa Pola (ALICANTE)
26/01/2025 1:00;CVTA00200 A;STELLA MARIS;PASAJE PUERTO DEPORTIVO CABO ROIG, S/N;3189;3;ALICANTE;99;ORIHUELA;EL BAIX SEGURA/LA VEGA BAJA;BEACHCLUBSKI@GMAIL.COM;669719152;;http://.JETSKISPAIN.COM;;Orihuela (ALICANTE), Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00201 A;TSUNAMI AVENTURA;CALLE CASTILLO, 28;3724;3;ALICANTE;128;TEULADA;LA MARINA ALTA;tperezsegui@hotmail.com;676167362;;;;Teulada (ALICANTE)
26/01/2025 1:00;CVTA00202 A;OCIOMAR TORREVIEJA;PASEO VISTALEGRE, S/N;3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;info@ociomar.es;672413370;;http://www.ociomar.es;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00203 A;ALIJETSET RENTAL S.L.;CALLE MUELLE DE LEVANTE 8 (MARINA DEPORTIVA PUERTO ALICA, S/N;3001;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;info@alijetset.com;617109482;;http://alijetset.com;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00204 A;TODA JET;PLAYA DE FINESTRAT, S/N;3509;3;ALICANTE;69;FINESTRAT;LA MARINA BAIXA;cosmin_auto@hotmail.com;642796707;;http://todajet.com;;Benidorm (ALICANTE), Finestrat (ALICANTE), La Vila Joiosa/Villajoyosa (ALICANTE)
26/01/2025 1:00;CVTA00205 A;CODE ZERO CHARTER & YACHTS;CAMINO ENTRADOR DE LLOBELL, BAJO 5, PTA 1, 18;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@codezero.es;661872273;;http://codezero.es;;Dénia (ALICANTE)
26/01/2025 1:00;CVTA00206 A;DESAFIO ALPINO;AVENIDA DE LA LIBERTAD, 86 ESC6 7I;3205;3;ALICANTE;65;ELX/ELCHE;EL BAIX VINALOPO;info@desafioalpino.es;680420570;;http://desafioalpino.es;;Callosa d'en Sarrià (ALICANTE), Calp (ALICANTE), Confrides (ALICANTE), Crevillent (ALICANTE), Elda (ALICANTE), La Nucia (ALICANTE), Petrer (ALICANTE), Polop (ALICANTE), Sella (ALICANTE), Villena (ALICANTE)
26/01/2025 1:00;CVTA00211 A;KANYAMEL TOURS;CALLE SAN RAFAEL, 40;3780;3;ALICANTE;102;PEGO;LA MARINA ALTA;info@kanyameltours.com;685624329;;http://kanyameltours.com;;Benissa (ALICANTE), Calp (ALICANTE), Castell de Castells (ALICANTE), Dénia (ALICANTE), la Vall de Gallinera (ALICANTE), La Vall d'Ebo (ALICANTE), Pego (ALICANTE), Teulada (ALICANTE)
26/01/2025 1:00;CVTA00212 A;SEA FUN BOARDING;AVENIDA GERMANIES, 23, 1º A;3560;3;ALICANTE;50;EL CAMPELLO;L'ALCOIA;abel@cuentasvodafone.com;680534902;;http://seafunboarding.es;;El Campello (ALICANTE)
26/01/2025 1:00;CVTA00213 A;NÁUTICA NOGUERA;CALLE CASTELL D' OLIMBROI, 9;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;administracion@nauticanoguera.com;965780778;;nauticanoguera.com;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00214 A;WATERSPORTS SANTAPOLA;CALLE PUERTO DEPORTIVO MARINA MIRAMAR, S/N;3130;3;ALICANTE;121;SANTA POLA;EL BAIX VINALOPO;watersportsantapola@gmail.com;637 280 101;;https://www.watersportsantapola.com;;Santa Pola (ALICANTE)
26/01/2025 1:00;CVTA00215 A;MILAGROS DE JUANA MARTIN;CARRETERA CABO LA NAO-PLA, BLQ. A, 2ºE1, 65;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;lasbrisasdejavea@yahoo.co.uk;617913189;;;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00216 A;GO-KARTS ORIHUELA COSTA;CARRETERA TORREVIEJA-CARTAGENA, KM 57;3189;3;ALICANTE;99;ORIHUELA;EL BAIX SEGURA/LA VEGA BAJA;correo@gokartsorihuelacosta.com;965 32 80 69;;https://gokartsorihuelacosta.com;;Orihuela (ALICANTE)
26/01/2025 1:00;CVTA00217 A;SNAKEBITE MTB ADVENTURES;CALLE ALBATERA (MORAIRA), 9;3724;3;ALICANTE;128;TEULADA;LA MARINA ALTA;info@snakebite-mtb.com;+34 654 85 22 09;;https://www.snakebite-mtb.com;;Altea (ALICANTE), Parcent (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00218 A;PALAPESCAKAYAK;CALLE DR. MORATAL, 11-1ºB;3740;3;ALICANTE;71;GATA DE GORGOS;LA MARINA ALTA;info@palapescakayak.com;616 688 071;;http://palapescakayak.com;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00219 A;LA BARRACA KAYAKS;CALLE MIRAMAR, 1;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;kayakslabarraca@gmail.com;699898433;;https://labarracakayaksjavea.negocio.site/;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00221 A;LEVANTE BOATS;PUERTO MARINA SALINAS, 149;3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;levanteboats@gmail.com;658492835;;http://www.levanteboats.com;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00222 A;MON DIVING RESORT DENIA;CALLE MOLL DE LA PANSA LOCAL 4, S/N;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@mondiving.com;965030930;;www.mondiving.com;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00223 A;BIKES4TOURS;CALLE MAR MEDITERRANI, 53;3530;3;ALICANTE;94;LA NUCIA;LA MARINA BAIXA;info@bikes4four.com;699 240 421;;www.bikes4tour.com;;Altea (ALICANTE), Benidorm (ALICANTE), L'Alfàs del Pi (ALICANTE), València (VALENCIA)
26/01/2025 1:00;CVTA00225 A;PAINTBALL BENIDORM;CAMINO DE LA PARVA, 4;3503;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;670913622;711755603;;https://paintball-benidorm.com/;;Benidorm (ALICANTE)
26/01/2025 1:00;CVTA00226 A;BIKE BREAKS;CALLE APARTADO DE CORREOS, 40;3509;3;ALICANTE;69;FINESTRAT;LA MARINA BAIXA;info@thedownhillbikeride.com;678437055;;http://thedownhillbikeride.com;;Alcalalí (ALICANTE), Altea (ALICANTE), El Castell de Guadalest (ALICANTE), Finestrat (ALICANTE), La Vall de Laguar (ALICANTE), La Vila Joiosa/Villajoyosa (ALICANTE), Orxeta (ALICANTE), Penàguila (ALICANTE), Relleu (ALICANTE), Sella (ALICANTE)
26/01/2025 1:00;CVTA00227 A;CABALLOS, SENDERISMO MAIGMO;PARTIDA TORROSELLAS, POL. IND. MAIGMÓ,, 65;3109;3;ALICANTE;129;TIBI;L'ALCOIA;informacion@hipicamaigmoalicante.com;634 37 00 30;;https://www.hipicamaigmoalicante.com;;Tibi (ALICANTE)
26/01/2025 1:00;CVTA00228 A;NAUTICA SCUBA ELX;AVENIDA JESÚS ASTONDOA SANTAMARÍA, 1;3130;3;ALICANTE;121;SANTA POLA;EL BAIX VINALOPO;https://nauticascubaelx.com;663237389;;https://nauticascubaelx.com;;Santa Pola (ALICANTE)
26/01/2025 1:00;CVTA00229 A;REVOLUTION DIVE;PASEO DE COLON, 2 - PUERTO COMERCIAL, 2;3501;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;jorge@revolutiondive.com;615960947;;http://WWW.revolutiondive.com;;Altea (ALICANTE), Benidorm (ALICANTE), Xàbia/Jávea (ALICANTE)
